zeta zeta_e psi t_s omega taus_mean taus_std taus_skewness taus_kurtosis taus_median taus_iqr epsilons_mean epsilons_std epsilons_skewness epsilons_kurtosis epsilons_median epsilons_iqr Ne_s_mean Ne_s_std Ne_s_skewness Ne_s_kurtosis Ne_s_median Ne_s_iqr pop0-[[5_1]] pop0-[[4_2]] pop0-[[3_3]] pop1-[[5_1]] pop1-[[4_2]] pop1-[[3_3]] pop2-[[5_1]] pop2-[[4_2]] pop2-[[3_3]] pop3-[[5_1]] pop3-[[4_2]] pop3-[[3_3]] pop4-[[5_1]] pop4-[[4_2]] pop4-[[3_3]] pop5-[[5_1]] pop5-[[4_2]] pop5-[[3_3]] pop6-[[5_1]] pop6-[[4_2]] pop6-[[3_3]] pop7-[[5_1]] pop7-[[4_2]] pop7-[[3_3]] pop8-[[5_1]] pop8-[[4_2]] pop8-[[3_3]] pop9-[[5_1]] pop9-[[4_2]] pop9-[[3_3]] pop10-[[5_1]] pop10-[[4_2]] pop10-[[3_3]] pop11-[[5_1]] pop11-[[4_2]] pop11-[[3_3]] pop12-[[5_1]] pop12-[[4_2]] pop12-[[3_3]] pop13-[[5_1]] pop13-[[4_2]] pop13-[[3_3]] pop14-[[5_1]] pop14-[[4_2]] pop14-[[3_3]] pop15-[[5_1]] pop15-[[4_2]] pop15-[[3_3]] pop16-[[5_1]] pop16-[[4_2]] pop16-[[3_3]] pop17-[[5_1]] pop17-[[4_2]] pop17-[[3_3]] pop18-[[5_1]] pop18-[[4_2]] pop18-[[3_3]] pop19-[[5_1]] pop19-[[4_2]] pop19-[[3_3]] pop20-[[5_1]] pop20-[[4_2]] pop20-[[3_3]]
0.343 7 1 1.143 0.143 0.785 0.335 -0.155 -1.639 0.686 0.606 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 82 48 33 78 48 26 72 45 20 71 44 19 71 42 19 69 42 19 69 41 17 69 40 16 68 39 15 67 38 14 67 37 14 65 37 14 63 36 12 62 35 12 56 34 12 55 31 11 53 31 11 50 28 10 48 24 9 48 21 8 39 20 6
0.711 15 1 0.309 0.205 0.505 0.322 1.147 -0.489 0.309 0.418 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 56 28 13 56 24 12 55 24 11 55 24 10 54 23 10 52 23 10 52 22 10 52 22 9 51 21 8 50 21 7 48 20 7 48 20 7 47 20 6 46 20 5 45 17 5 44 17 5 43 16 5 42 15 4 38 14 4 37 14 3 32 12 2
0.798 17 1 0.919 0.022 0.889 0.139 -1.023 2.953 0.919 0.000 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 85 49 24 84 44 24 78 44 21 76 43 21 76 43 20 74 43 19 70 43 19 69 42 19 68 41 19 68 41 18 67 40 18 66 40 18 65 39 17 65 35 17 64 32 16 63 31 15 61 30 14 60 29 13 58 27 13 49 26 12 47 22 10
0.810 17 1 0.370 0.110 0.465 0.226 2.212 3.339 0.370 0.000 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 65 35 14 63 34 12 61 29 12 57 29 11 50 29 10 48 28 10 48 27 9 48 27 8 47 27 8 47 26 8 46 24 8 46 24 8 45 23 7 45 23 7 44 21 7 43 21 6 42 21 6 40 19 6 39 19 5 38 18 5 30 14 5
0.162 3 1 1.061 0.060 0.885 0.230 -0.925 0.208 0.919 0.281 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 78 52 26 70 49 23 69 44 22 67 43 20 67 42 20 67 39 19 66 39 19 66 39 19 64 39 18 64 38 17 64 37 17 62 34 16 62 34 16 59 34 15 59 34 15 55 33 15 54 31 15 54 30 13 50 28 13 50 26 11 44 26 3
0.718 15 1 0.427 0.093 0.554 0.227 1.402 0.204 0.427 0.050 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 63 35 16 59 35 16 57 32 16 56 30 15 56 30 14 56 26 12 56 26 11 53 25 11 53 24 11 53 24 10 52 23 9 52 22 9 50 21 9 48 20 9 45 20 8 45 20 8 45 20 7 45 18 5 44 18 5 44 17 5 38 14 4
0.172 4 1 0.490 0.085 0.767 0.256 0.324 -1.308 0.688 0.506 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 87 44 21 72 40 20 68 38 19 68 38 16 67 36 16 66 36 15 65 36 15 61 34 14 61 33 14 60 33 12 60 32 12 59 31 11 59 31 10 58 29 10 58 29 10 54 29 9 50 28 8 50 27 7 50 27 7 50 25 7 46 25 7
0.436 9 1 0.543 0.069 0.730 0.224 0.533 -1.218 0.591 0.359 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 79 57 20 72 41 20 68 40 20 65 38 19 62 37 18 60 35 14 60 35 14 60 33 13 59 33 12 58 33 12 57 32 11 55 31 11 55 29 11 55 29 11 55 28 10 53 28 9 53 28 8 52 27 8 52 26 7 52 25 6 36 15 2
0.306 6 1 0.994 0.105 0.725 0.277 -0.310 -1.379 0.827 0.522 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 81 50 27 75 47 26 68 43 22 66 42 22 66 40 21 65 39 20 65 38 18 63 37 17 62 33 16 61 32 15 61 32 14 59 32 14 58 31 14 57 29 13 57 28 13 57 28 12 53 27 10 53 25 9 53 25 7 48 23 6 34 18 5
0.202 4 1 0.421 0.153 0.679 0.323 0.535 -1.183 0.571 0.551 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 83 55 27 76 47 19 75 43 18 74 41 16 73 40 16 70 36 15 70 36 14 66 35 14 66 35 14 64 30 14 62 29 14 54 29 13 54 28 13 52 23 12 51 23 12 51 22 11 47 22 8 45 22 7 44 20 5 43 18 3 40 11 1
0.879 18 1 0.340 0.075 0.380 0.168 4.065 15.006 0.340 0.000 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 56 29 16 55 27 13 55 27 12 54 26 12 53 26 11 50 25 11 50 25 11 49 24 10 49 23 10 48 23 9 48 23 9 47 23 9 46 22 9 43 21 9 43 19 6 42 18 5 41 18 5 41 17 5 40 17 5 36 16 4 33 15 3
0.948 20 1 0.506 0.002 0.514 0.034 4.249 16.050 0.506 0.000 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 70 38 16 62 37 16 61 36 15 61 34 15 59 34 15 56 32 14 56 32 13 55 30 13 55 29 13 55 28 12 55 28 11 54 27 11 54 25 11 54 24 9 51 24 9 51 23 9 50 23 9 47 23 8 43 22 7 43 19 6 41 16 5
0.096 2 1 0.465 0.098 0.684 0.258 0.169 -1.162 0.727 0.430 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 73 44 24 70 43 21 69 41 20 67 41 18 66 40 17 65 39 17 65 38 17 64 31 16 61 30 15 61 28 13 59 28 13 59 27 13 58 27 13 57 26 13 55 25 11 51 23 11 50 22 11 48 21 10 47 20 9 47 19 7 37 17 5
0.277 6 1 0.535 0.114 0.709 0.284 0.351 -1.122 0.582 0.398 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 72 45 20 66 44 19 62 42 18 61 40 17 60 37 17 60 36 16 58 35 15 58 34 15 57 29 14 57 28 13 56 28 13 53 28 11 52 28 11 52 27 10 50 27 10 49 26 9 49 26 9 47 26 9 44 25 8 44 24 8 42 21 5
0.038 1 0 1.025 0.154 0.741 0.338 0.074 -1.595 0.688 0.634 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 98 46 30 79 45 23 78 44 21 70 44 20 68 43 19 67 43 17 66 41 17 64 34 16 62 34 14 60 33 13 58 33 12 55 33 12 53 32 11 52 29 11 51 28 10 50 28 10 48 25 9 47 23 8 46 22 7 43 21 5 39 19 4
0.379 8 1 0.792 0.042 0.768 0.180 0.381 -0.442 0.792 0.142 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 89 62 22 84 48 22 74 42 20 74 40 20 73 37 17 71 37 17 71 36 16 70 35 16 70 35 15 68 35 15 67 34 15 66 34 13 64 33 12 64 32 12 64 32 12 63 32 11 63 27 11 60 27 8 58 27 8 58 25 7 55 23 6
0.087 2 1 0.560 0.102 0.810 0.288 0.164 -1.339 0.781 0.576 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 76 63 25 71 51 21 69 47 21 69 46 19 66 39 19 66 33 18 66 32 16 65 30 16 65 30 16 64 30 16 64 29 15 63 27 15 60 27 15 52 27 13 52 27 12 50 26 11 50 26 11 50 25 9 49 24 9 48 23 8 48 23 8
0.409 9 1 0.421 0.165 0.696 0.339 0.452 -1.537 0.421 0.611 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 83 41 16 79 35 16 68 28 15 61 27 15 59 26 14 58 25 14 58 25 13 56 25 11 56 24 11 55 24 11 54 24 10 52 24 10 51 23 9 50 23 9 49 22 9 49 20 8 48 20 7 46 20 7 45 19 6 43 18 5 36 14 5
0.042 1 0 1.181 0.127 0.779 0.314 -0.163 -1.249 0.751 0.470 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 77 49 25 77 43 24 73 40 24 72 40 21 64 39 20 63 38 18 60 37 18 59 37 18 58 36 18 57 35 17 56 34 16 56 34 15 54 32 15 54 29 14 53 28 13 51 28 13 50 22 12 49 21 10 44 21 8 44 18 7 39 17 6
0.440 9 1 1.222 0.049 1.021 0.223 -0.720 -0.795 1.067 0.320 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 86 68 26 85 53 25 82 53 24 79 52 24 74 49 24 69 49 23 69 49 22 68 48 21 67 48 20 66 46 20 66 41 19 65 40 19 63 39 19 62 39 17 61 38 16 60 38 15 58 38 14 51 37 13 48 36 13 48 32 11 39 29 10
0.078 2 1 0.607 0.090 0.780 0.264 0.316 -1.068 0.723 0.429 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 82 50 24 70 40 24 70 38 23 68 37 23 64 37 21 63 33 21 62 32 21 61 31 20 60 31 18 60 31 16 60 31 16 60 31 15 60 29 15 58 29 13 57 28 13 56 26 13 56 26 11 55 26 11 51 22 11 49 13 10 47 11 5
0.848 18 1 0.709 0.026 0.724 0.139 0.265 4.050 0.709 0.000 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 102 53 25 80 51 21 77 46 19 71 46 19 69 36 17 67 34 16 66 34 16 66 34 16 65 33 15 65 32 14 64 32 13 61 32 13 58 31 12 57 31 11 56 31 11 56 29 11 54 28 10 53 28 9 51 27 9 49 26 9 45 21 7
0.446 9 1 0.511 0.069 0.589 0.201 0.829 -0.445 0.511 0.184 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 69 41 27 66 36 25 65 35 23 65 34 19 64 32 16 64 32 16 64 31 14 64 31 13 62 30 11 61 30 10 59 30 9 59 28 9 57 27 9 57 27 9 56 22 8 55 20 8 55 18 8 54 18 8 54 18 7 53 16 4 49 16 3
0.552 12 1 0.392 0.152 0.591 0.299 1.064 -0.610 0.392 0.344 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 66 34 16 65 31 16 64 29 15 64 28 14 63 27 13 60 27 12 59 26 12 56 26 11 56 25 11 52 24 10 51 24 9 50 24 9 50 24 9 49 22 7 48 22 6 47 22 6 46 21 5 46 20 5 44 20 4 42 16 4 41 14 4
0.568 12 1 0.505 0.026 0.533 0.118 0.539 1.021 0.505 0.029 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 67 39 19 67 37 15 65 36 14 63 35 13 63 35 11 60 34 11 59 34 11 59 31 11 59 31 10 58 30 10 52 30 10 52 29 10 52 26 10 50 26 10 50 23 9 50 23 9 48 23 8 45 22 8 45 19 7 44 15 6 43 13 3
0.482 10 1 0.946 0.047 0.867 0.203 -1.368 1.413 0.946 0.100 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 77 46 27 75 46 26 75 45 24 73 45 22 70 44 22 70 40 22 67 39 21 67 38 19 65 38 19 64 36 19 63 36 18 62 36 18 62 34 17 62 34 16 60 34 16 59 33 16 59 32 15 58 31 14 58 31 13 57 29 13 56 29 10
0.105 2 1 0.838 0.111 0.753 0.289 0.357 -0.942 0.695 0.414 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 83 52 25 80 48 21 71 46 21 70 44 21 67 44 20 66 44 19 64 43 18 64 42 18 64 36 17 64 33 16 63 32 15 61 30 15 60 30 14 58 29 14 57 29 13 56 26 12 56 25 10 54 22 10 50 21 9 49 21 8 33 20 7
0.092 2 1 1.087 0.095 0.842 0.282 -0.606 -0.848 0.902 0.497 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 82 45 21 77 44 20 77 41 20 75 40 20 73 38 19 72 38 19 67 38 18 67 38 15 66 36 15 65 36 15 63 36 14 61 35 14 60 35 14 60 35 14 58 32 14 56 32 13 55 30 10 54 27 9 54 18 8 40 17 7 36 17 5
0.495 10 1 0.977 0.086 0.863 0.273 -0.635 -0.687 0.977 0.332 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 93 48 30 82 47 26 79 46 24 78 42 23 78 41 21 75 39 20 73 35 20 71 35 18 69 35 18 69 34 17 68 33 17 67 33 16 67 33 15 65 33 15 64 32 15 63 32 14 62 29 14 59 29 13 58 26 13 56 25 11 53 22 10
0.316 7 1 0.560 0.087 0.646 0.237 0.594 -0.390 0.560 0.213 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 79 47 18 73 46 17 66 44 16 63 40 15 60 38 15 60 37 15 58 36 15 58 36 14 58 35 14 57 34 13 57 32 13 55 32 12 53 31 11 52 31 11 51 29 10 50 28 10 50 28 10 49 27 10 49 26 10 46 21 8 46 19 6
0.992 21 1 1.226 0.000 1.226 0.000 0.000 -3.000 1.226 0.000 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 86 56 30 84 51 28 84 50 27 76 50 24 74 48 24 73 47 24 72 47 20 70 46 20 69 46 18 68 45 17 68 44 17 67 43 17 66 40 15 63 40 14 60 39 14 60 38 14 58 37 13 57 37 12 57 32 9 52 28 9 48 26 7
0.511 11 1 0.682 0.072 0.732 0.230 0.563 0.030 0.682 0.039 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 82 43 21 77 43 18 71 41 18 70 41 18 69 40 18 67 38 17 67 38 17 65 35 17 63 35 16 62 34 16 61 33 15 61 33 15 60 31 15 57 31 14 56 29 14 55 29 13 54 28 13 54 28 12 54 27 11 53 27 11 49 26 11
0.034 1 0 1.180 0.103 0.758 0.280 -0.304 -0.861 0.818 0.368 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 82 51 29 78 46 26 77 44 21 77 42 21 71 41 18 71 40 17 69 39 16 69 38 16 68 36 15 65 35 15 65 35 15 64 31 15 64 30 14 60 30 14 59 27 14 55 25 13 53 22 13 50 22 9 50 21 7 42 15 7 38 12 7
0.979 21 1 0.275 0.000 0.275 0.000 0.000 -3.000 0.275 0.000 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 56 29 11 55 24 10 54 24 9 54 23 8 53 23 7 52 22 7 52 22 7 52 22 6 52 21 6 51 21 6 50 21 6 49 20 5 48 20 5 47 20 5 47 20 4 46 17 4 45 16 3 43 15 3 42 14 3 39 12 3 37 11 2
0.957 20 1 0.598 0.003 0.607 0.040 4.249 16.050 0.598 0.000 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 75 40 22 75 35 20 70 34 20 69 33 19 69 33 18 66 32 18 64 31 17 63 31 17 62 30 16 58 30 15 58 28 13 57 28 12 57 28 11 57 27 11 56 26 10 54 26 10 52 25 10 49 25 9 47 24 8 43 22 8 39 21 8
0.914 19 1 0.871 0.008 0.877 0.081 2.072 9.343 0.871 0.000 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 82 44 25 81 43 22 75 42 22 73 42 21 71 41 20 67 40 20 66 40 19 65 40 19 65 39 19 62 39 18 62 39 18 62 38 17 62 37 17 61 32 15 59 32 15 56 31 14 56 28 13 54 28 13 53 27 13 52 25 12 47 22 11
0.505 11 1 0.526 0.072 0.638 0.214 0.766 -0.610 0.526 0.249 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 68 37 21 63 36 17 61 36 16 59 36 14 59 35 14 57 35 13 57 35 13 56 32 11 56 31 10 55 30 10 54 28 10 54 27 10 54 26 9 53 24 9 52 24 9 51 23 7 49 23 7 48 22 7 47 22 7 41 21 6 40 17 5
0.804 17 1 0.572 0.061 0.650 0.199 2.448 4.312 0.572 0.000 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 78 40 18 67 38 18 63 36 18 63 35 16 62 35 16 61 35 15 60 34 15 58 34 15 57 34 15 56 32 15 54 31 14 54 31 14 54 30 14 53 30 13 53 29 13 53 28 13 51 28 12 51 27 12 49 26 11 49 26 10 49 23 7
0.593 12 1 0.325 0.124 0.482 0.244 1.242 0.359 0.325 0.358 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 64 32 19 55 30 17 55 28 14 54 25 14 52 25 9 51 24 9 51 23 8 51 23 8 49 23 8 47 21 8 46 21 8 46 20 8 45 20 7 44 20 7 43 20 6 43 19 5 41 18 5 39 18 5 38 15 5 33 15 5 30 10 4
0.731 15 1 0.262 0.209 0.377 0.281 2.511 4.682 0.262 0.004 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 56 20 10 55 19 10 53 19 9 51 17 9 48 17 9 47 17 9 47 17 8 46 17 8 44 16 8 43 16 7 43 16 6 42 15 6 42 15 6 41 15 6 40 15 5 40 15 5 39 14 5 39 14 4 38 14 4 38 13 3 32 6 3
0.143 3 1 0.875 0.088 0.775 0.261 -0.251 -1.109 0.825 0.370 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 73 63 30 70 46 23 70 44 22 69 43 20 69 43 19 68 41 19 66 41 19 63 40 18 63 36 17 63 33 17 62 33 16 62 33 15 61 31 14 53 29 14 53 28 13 52 26 12 48 23 8 46 23 8 45 21 8 44 20 8 44 20 6
0.063 1 0 0.510 0.109 0.606 0.257 1.126 0.010 0.503 0.202 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 79 45 24 76 42 18 75 41 16 69 39 15 69 37 15 65 37 15 65 36 13 63 31 13 63 28 12 61 28 11 55 26 11 55 26 10 54 25 10 54 24 10 54 23 10 51 23 9 50 22 8 50 21 8 50 19 7 47 18 7 45 18 7
0.574 12 1 1.198 0.052 1.054 0.235 -1.314 0.124 1.198 0.174 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 82 51 38 80 51 31 75 50 27 74 50 26 73 48 26 72 45 22 71 45 21 70 43 21 68 43 20 68 43 20 67 42 20 65 42 19 65 41 18 62 41 18 61 41 17 60 40 16 58 40 16 58 37 14 57 36 12 57 35 12 56 33 10
0.067 1 0 0.609 0.118 0.742 0.295 0.138 -1.324 0.703 0.570 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 80 43 23 74 42 20 73 36 20 72 36 19 72 34 17 71 34 17 65 34 17 63 34 16 63 33 14 63 32 13 60 31 13 59 30 13 55 29 12 55 27 10 55 27 10 51 24 10 50 24 9 49 23 9 44 22 9 42 20 8 36 13 8
0.397 8 1 0.798 0.067 0.734 0.221 -0.415 -0.578 0.798 0.161 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 82 50 24 74 46 23 70 43 22 69 42 21 68 39 21 67 39 20 67 39 19 66 37 18 65 37 17 64 36 16 63 36 15 63 36 14 62 35 14 58 32 14 58 32 13 58 32 12 56 30 11 52 30 9 50 29 9 46 27 8 41 13 8
0.016 0 0 1.217 0.146 0.722 0.324 0.313 -1.267 0.625 0.547 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 78 48 25 73 48 25 71 46 24 71 46 21 68 45 17 67 40 15 66 37 15 65 35 14 65 35 13 61 34 13 60 29 13 60 29 13 60 28 12 58 27 10 55 27 10 51 26 10 48 25 9 46 25 8 41 17 7 40 15 5 37 14 4
0.045 1 0 1.210 0.116 0.716 0.288 0.257 -0.913 0.713 0.464 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 78 50 23 72 44 19 71 43 18 69 43 18 68 37 17 62 35 17 62 35 16 61 34 13 59 33 11 59 32 11 56 31 11 55 31 10 53 31 10 50 31 10 49 30 9 49 30 8 47 27 8 44 27 8 44 27 6 41 15 5 36 14 4
0.570 12 1 1.129 0.110 0.888 0.313 -0.782 -1.074 1.129 0.553 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 84 53 32 83 50 28 80 48 26 77 48 22 77 47 22 76 46 21 74 44 18 72 42 18 71 41 17 70 39 16 68 38 16 67 38 16 66 38 15 64 37 15 64 37 15 63 36 13 60 36 11 59 34 10 58 33 9 55 30 8 49 29 6
0.266 6 1 0.928 0.082 0.752 0.248 -0.075 -1.551 0.928 0.437 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 78 52 27 77 46 23 75 45 22 72 44 21 71 43 19 70 43 19 69 42 18 68 36 17 68 36 17 67 36 15 65 36 15 62 35 15 62 35 14 59 33 13 59 32 13 56 29 12 55 29 11 55 28 11 53 27 9 49 25 9 43 23 6
0.362 8 1 0.881 0.031 0.929 0.170 0.414 -0.519 0.881 0.085 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 77 58 27 74 45 26 73 45 26 73 45 23 71 44 22 70 41 19 68 39 19 67 39 18 67 38 18 67 36 15 65 36 15 64 34 15 64 33 13 63 32 13 62 32 13 61 31 12 60 31 12 60 29 12 57 28 11 57 24 10 49 23 9
0.950 20 1 0.698 0.000 0.698 0.000 4.249 16.050 0.698 0.000 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 78 39 20 76 36 19 70 35 18 69 35 18 69 35 18 69 34 17 68 33 16 65 33 16 64 32 15 64 32 15 63 32 14 60 31 14 60 29 13 59 28 13 57 27 13 56 26 11 55 26 11 52 25 10 50 24 9 45 24 9 41 22 6
0.324 7 1 0.854 0.085 0.744 0.251 -0.763 -0.443 0.854 0.161 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 77 47 25 74 44 24 73 44 24 72 39 21 72 37 20 72 36 20 69 36 19 68 35 18 68 34 18 67 33 16 67 30 15 66 29 15 64 27 15 62 27 15 61 26 15 60 26 14 58 25 11 48 24 10 46 24 10 44 20 6 44 16 4
0.833 18 1 0.944 0.021 0.941 0.142 -2.232 8.541 0.944 0.000 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 87 54 25 77 48 24 75 47 23 74 45 21 74 41 20 72 39 17 70 39 16 69 38 16 69 37 15 68 37 15 68 37 15 64 36 15 64 34 14 64 34 14 64 34 13 63 34 12 62 32 10 61 31 9 61 29 9 60 28 8 56 22 4
0.464 10 1 0.447 0.122 0.668 0.285 0.704 -1.164 0.447 0.508 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 69 47 18 69 32 17 67 30 15 67 30 15 60 30 15 60 29 13 59 28 12 58 28 12 57 26 12 57 26 12 57 24 11 53 24 11 52 24 10 52 24 10 52 23 10 48 22 8 48 22 8 48 22 8 47 21 8 41 18 7 29 16 6
0.219 5 1 0.937 0.072 0.888 0.253 -0.643 -0.589 0.937 0.256 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 81 62 25 81 49 22 78 47 21 75 47 20 74 46 20 74 45 19 73 41 19 72 40 17 69 40 16 69 39 16 69 37 16 66 36 13 63 35 13 62 35 13 61 34 13 61 32 13 59 32 12 56 32 11 54 30 11 47 26 11 46 25 11
0.606 13 1 0.666 0.048 0.699 0.183 1.226 1.014 0.666 0.000 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 71 43 21 71 42 20 63 38 18 63 38 17 63 37 16 62 37 16 62 37 16 61 35 16 60 35 15 58 34 15 57 33 15 56 32 15 55 32 14 55 30 14 52 30 14 50 29 12 50 29 11 48 27 9 48 26 9 46 24 8 39 23 7
0.251 5 1 0.928 0.090 0.795 0.268 -0.647 -0.732 0.916 0.317 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 78 56 27 71 53 23 69 51 22 69 48 21 69 47 21 66 43 21 64 40 20 63 38 18 63 38 16 61 37 15 58 34 15 58 33 14 58 33 13 55 29 13 55 28 13 50 26 10 50 25 9 47 24 9 46 23 6 45 23 6 37 23 5
0.270 6 1 0.860 0.062 0.804 0.223 -0.876 0.289 0.860 0.095 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 77 44 27 77 44 24 76 41 20 72 39 20 71 38 19 71 38 19 70 38 18 69 37 16 66 36 16 61 33 16 61 33 16 61 32 14 59 32 14 58 31 14 55 30 14 54 28 13 51 25 13 49 24 11 49 24 9 42 23 6 36 22 5
0.889 19 1 0.361 0.060 0.408 0.157 3.417 10.554 0.361 0.000 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 63 33 19 60 31 15 58 30 15 52 30 14 52 29 13 51 29 12 51 29 11 49 29 10 49 28 10 49 27 10 48 25 10 48 24 9 46 23 9 44 23 9 44 22 8 44 21 8 43 21 8 43 19 7 41 18 7 40 18 7 33 18 6
0.452 9 1 1.012 0.056 0.932 0.228 -1.383 1.086 1.012 0.106 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 77 52 31 75 52 22 74 52 20 72 44 20 71 43 19 70 43 18 70 42 17 69 40 17 68 39 17 67 39 17 66 36 16 66 35 16 64 35 15 63 35 15 60 33 14 60 32 14 59 32 13 57 32 12 56 29 11 54 28 10 52 25 9
